PG.Pvalue;PG.Qvalue;PG.Cscore;PG.MolecularWeight;PG.ProteinGroups;PG.ProteinAccessions;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.NrOfStrippedSequencesMeasured;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.NrOfStrippedSequencesMeasured;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.NrOfStrippedSequencesMeasured;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.NrOfStrippedSequencesMeasured;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.NrOfModifiedSequencesMeasured;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.NrOfModifiedSequencesMeasured;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.NrOfModifiedSequencesMeasured;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.NrOfModifiedSequencesMeasured;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.Quantity;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.Quantity;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.Quantity;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.Quantity;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.Quantity;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.Quantity;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.Quantity;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.Quantity;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.Quantity;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.Quantity;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.Quantity;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.Quantity;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.MS2Quantity;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.MS2Quantity;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.MS2Quantity;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.MS2Quantity;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.MS2Quantity;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.MS2Quantity;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.MS2Quantity;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.MS2Quantity;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.MS2Quantity;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.MS2Quantity;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.MS2Quantity;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.MS2Quantity;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.IBAQ;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.IBAQ;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.IBAQ;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.IBAQ;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.IBAQ;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.IBAQ;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.IBAQ;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.IBAQ;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.IBAQ;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.IBAQ;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.IBAQ;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.IBAQ
0.001537621;0.000192257;1.019123;NaN;Q54GQ2;Q54GQ2;15;15;15;15;15;15;15;15;15;15;15;15;18;18;18;18;18;18;18;18;18;18;18;18;373008.3438;521196.4375;495860.5625;943211.75;1050298.125;985207.5625;634790.125;812237.125;666271.375;1071315.625;1253495.875;1193797.625;373008.3438;521196.4375;495860.5625;943211.75;1050298.125;985207.5625;634790.125;812237.125;666271.375;1071315.625;1253495.875;1193797.625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000904259;0.000173541;1.030635;NaN;Q54GQ3;Q54GQ3;18;18;18;18;18;18;18;18;18;18;18;18;20;20;20;20;20;20;20;20;20;20;20;20;513794.1563;496544.4688;536887.0625;553798.625;565294.625;519503.875;473629.6875;513402;503068.5625;621951.875;573252.625;525110;513794.1563;496544.4688;536887.0625;553798.625;565294.625;519503.875;473629.6875;513402;503068.5625;621951.875;573252.625;525110;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.002302259;0.000243977;1.010005;NaN;Q54GQ4;Q54GQ4;3;3;3;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;3;3;3;3;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;3;347165.0313;226399.3906;196460.4219;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;95341.75;347165.0313;226399.3906;196460.4219;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;95341.75;NaN;NaN;NaN;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;NaN
0.002730567;0.000276895;1.006047;NaN;Q54GQ5;Q54GQ5;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;55923.81641;55051.34375;33395.88281;76522.80469;100029.7578;75833.39063;92529.53125;73864.42969;79198.85938;93644.58594;93320.35938;89973.85156;55923.81641;55051.34375;33395.88281;76522.80469;100029.7578;75833.39063;92529.53125;73864.42969;79198.85938;93644.58594;93320.35938;89973.85156;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000579627;0.000173541;1.039902;NaN;Q54GQ6;Q54GQ6;25;25;25;25;25;25;25;25;25;25;25;25;28;28;28;28;28;28;28;28;28;28;28;28;191718.4844;202037.7031;182830.7031;207153.3594;179239.3125;216977.5781;178484.5625;213051.8438;188689.5156;138009.5625;175376.5313;239198.0313;191718.4844;202037.7031;182830.7031;207153.3594;179239.3125;216977.5781;178484.5625;213051.8438;188689.5156;138009.5625;175376.5313;239198.0313;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001325371;0.000181731;1.022397;NaN;Q54GQ7;Q54GQ7;14;14;14;14;14;14;14;14;14;14;14;14;15;15;15;15;15;15;15;15;15;15;15;15;65162.21484;80436.84375;82122.50781;179184.5;156117.9219;176513.1406;175643.875;133907.5156;178737.5938;169228.4219;204707.875;180951.7031;65162.21484;80436.84375;82122.50781;179184.5;156117.9219;176513.1406;175643.875;133907.5156;178737.5938;169228.4219;204707.875;180951.7031;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001346878;0.000182304;1.022044;NaN;Q54GR0;Q54GR0;25;25;25;25;25;25;25;25;25;25;25;25;29;29;29;29;29;29;29;29;29;29;29;29;242541.9219;282771.1875;286254.8438;185793.2656;166811.6563;165186.4844;173746.4063;177776.2031;172697.5625;161669.375;166453.2188;166899.3125;242541.9219;282771.1875;286254.8438;185793.2656;166811.6563;165186.4844;173746.4063;177776.2031;172697.5625;161669.375;166453.2188;166899.3125;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.008426462;0.000705546;0.9780697;NaN;Q54GR2;Q54GR2;3;3;3;3;3;3;3;3;3;3;3;3;7;7;7;7;7;7;7;7;7;7;7;7;255201.6094;267439.4688;185327.0938;242822.5625;32194.55469;31762.42578;491331.0625;249831.7813;268550.5313;21855.95898;262347.7813;169751.0625;255201.6094;267439.4688;185327.0938;242822.5625;32194.55469;31762.42578;491331.0625;249831.7813;268550.5313;21855.95898;262347.7813;169751.0625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000829045;0.000173541;1.03247;NaN;Q54GR3;Q54GR3;18;18;18;18;18;18;18;18;18;18;18;18;21;21;21;21;21;21;21;21;21;21;21;21;689122.9375;717538.1875;789449.5;765687.4375;625796.8125;602419.375;603037.5;543768.0625;583330.625;762479.9375;735270.25;903013.375;689122.9375;717538.1875;789449.5;765687.4375;625796.8125;602419.375;603037.5;543768.0625;583330.625;762479.9375;735270.25;903013.375;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001376375;0.000183055;1.021569;"NaN;NaN";"Q54GR7;Q54GR8";"Q54GR7;Q54GR8";11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;13039.38281;14950.44141;14688.66016;473848.4063;52549.03125;34820.50391;42787.32031;447530.0625;37092.98828;34026.4375;28867.85742;765032.6875;13039.38281;14950.44141;14688.66016;473848.4063;52549.03125;34820.50391;42787.32031;447530.0625;37092.98828;34026.4375;28867.85742;765032.6875;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.048978234;0.003555589;0.9251477;NaN;Q54GS1;Q54GS1;6;6;6;6;6;6;6;6;6;6;Filtered;6;6;6;6;6;6;6;6;6;6;6;Filtered;6;58217.98047;65782.5625;77224.75;41130.96094;33872.39063;55932.58594;31337;57113.49219;68563.64063;37143.39844;Filtered;55034.84766;58217.98047;65782.5625;77224.75;41130.96094;33872.39063;55932.58594;31337;57113.49219;68563.64063;37143.39844;Filtered;55034.84766;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Filtered;NaN
0.000666545;0.000173541;1.037025;NaN;Q54GS2;Q54GS2;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;120514.3594;132009.9219;115561.8906;174923.5938;228914.3125;193752.4375;210211.5469;258642.5313;217933.125;290159.5;243051.75;248294.8281;120514.3594;132009.9219;115561.8906;174923.5938;228914.3125;193752.4375;210211.5469;258642.5313;217933.125;290159.5;243051.75;248294.8281;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.039651617;0.002910696;0.9323402;NaN;Q54GS3;Q54GS3;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;26618.30273;8327.310547;6395.131836;26259.88477;32180.79688;24417.4707;37412.09375;35831.87109;34680.65625;44751.10938;87393.78906;59657.34375;26618.30273;8327.310547;6395.131836;26259.88477;32180.79688;24417.4707;37412.09375;35831.87109;34680.65625;44751.10938;87393.78906;59657.34375;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001917541;0.000216172;1.014177;NaN;Q54GS8;Q54GS8;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;65157.96094;53730.60156;69726.17188;52943.40234;47978.60938;58097.67578;49305.76172;71789.03906;74426.20313;95113.625;64365.33594;71559.34375;65157.96094;53730.60156;69726.17188;52943.40234;47978.60938;58097.67578;49305.76172;71789.03906;74426.20313;95113.625;64365.33594;71559.34375;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.016472667;0.00128853;0.9595555;NaN;Q54GT0;Q54GT0;1;1;1;1;Filtered;1;1;1;1;1;1;1;1;1;1;1;Filtered;1;1;1;1;1;1;1;74454.65625;65005.57813;63443.21875;88636.03906;Filtered;100660.4688;71467.375;61352.34375;64189.72656;97903.28906;107041.4766;84743.82031;74454.65625;65005.57813;63443.21875;88636.03906;Filtered;100660.4688;71467.375;61352.34375;64189.72656;97903.28906;107041.4766;84743.82031;NaN;NaN;NaN;NaN;Filtered;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.020606775;0.001584859;0.9529769;NaN;Q54GT4;Q54GT4;10;10;10;Filtered;10;Filtered;Filtered;10;10;Filtered;Filtered;Filtered;10;10;10;Filtered;10;Filtered;Filtered;10;10;Filtered;Filtered;Filtered;120816.7109;134442.7344;119653.2344;Filtered;59050.09375;Filtered;Filtered;61852.79688;57898.42188;Filtered;Filtered;Filtered;120816.7109;134442.7344;119653.2344;Filtered;59050.09375;Filtered;Filtered;61852.79688;57898.42188;Filtered;Filtered;Filtered;NaN;NaN;NaN;Filtered;NaN;Filtered;Filtered;NaN;NaN;Filtered;Filtered;Filtered
0.029403676;0.002201773;0.9420517;NaN;Q54GT5;Q54GT5;5;5;5;5;5;5;5;5;5;Filtered;5;5;5;5;5;5;5;5;5;5;5;Filtered;5;5;16605.68359;59063.15234;51181.23438;105282.9688;106665.9297;63697.59375;69074.96875;43058.41406;94905.21094;Filtered;66700.8125;65331.53906;16605.68359;59063.15234;51181.23438;105282.9688;106665.9297;63697.59375;69074.96875;43058.41406;94905.21094;Filtered;66700.8125;65331.53906;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Filtered;NaN;NaN
0.000782617;0.000173541;1.033681;NaN;Q54GT6;Q54GT6;29;29;29;29;29;29;29;29;29;29;29;29;41;41;41;41;41;41;41;41;41;41;41;41;4464219.5;4040667;4014468.5;3651496.75;2931663.75;4188575.75;3966152;4119392.75;3935684;3823539;3951453;3663490;4464219.5;4040667;4014468.5;3651496.75;2931663.75;4188575.75;3966152;4119392.75;3935684;3823539;3951453;3663490;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.012059852;0.000970789;0.9683728;NaN;Q54GT8;Q54GT8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;23932.00391;25784.58984;20695.88281;112069.9609;45857.98828;41374.97266;46085.00391;22302.4668;28269.26758;22376.125;57109.42578;44995.45703;23932.00391;25784.58984;20695.88281;112069.9609;45857.98828;41374.97266;46085.00391;22302.4668;28269.26758;22376.125;57109.42578;44995.45703;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.00679647;0.000586132;0.9836813;NaN;Q54GT9;Q54GT9;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;91357.15625;102892.9063;108622.75;59370.04297;57585.53906;92819.875;130786.9375;79358.14063;81922.59375;71352.10938;65309.16406;48485.66406;91357.15625;102892.9063;108622.75;59370.04297;57585.53906;92819.875;130786.9375;79358.14063;81922.59375;71352.10938;65309.16406;48485.66406;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000543053;0.000173541;1.041234;NaN;Q54GU2;Q54GU2;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;181786.2031;168487.3594;145105.625;142436.8125;184128.7656;183609.6563;161916.0625;215812.2969;198910.5938;73359;86788.32813;87641.03906;181786.2031;168487.3594;145105.625;142436.8125;184128.7656;183609.6563;161916.0625;215812.2969;198910.5938;73359;86788.32813;87641.03906;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000802619;0.000173541;1.033151;NaN;Q54GV0;Q54GV0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;32366.65625;36339.25;38980.20313;33390.49219;41225.70313;38092.70703;38054.63281;24885.8418;23344.51563;21651.18555;42369.60938;39311.09766;32366.65625;36339.25;38980.20313;33390.49219;41225.70313;38092.70703;38054.63281;24885.8418;23344.51563;21651.18555;42369.60938;39311.09766;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.013333532;0.00106301;0.965575;NaN;Q54GV1;Q54GV1;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;36368.38281;37890.72266;40833.52734;32610.08203;37935.70703;43579.17188;51617.19922;12774.0332;44504.30859;26368.37891;29134.91797;32577.875;36368.38281;37890.72266;40833.52734;32610.08203;37935.70703;43579.17188;51617.19922;12774.0332;44504.30859;26368.37891;29134.91797;32577.875;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000727376;0.000173541;1.035211;NaN;Q54GV4;Q54GV4;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;27540.9375;9987.948242;58369.99219;106888.2578;137075.6094;120090.2109;143495.625;139878.6406;115392.7656;321229.2813;119308.2422;144580.8438;27540.9375;9987.948242;58369.99219;106888.2578;137075.6094;120090.2109;143495.625;139878.6406;115392.7656;321229.2813;119308.2422;144580.8438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.017175605;0.001339466;0.9583442;NaN;Q54GV5;Q54GV5;3;3;3;3;3;3;Filtered;Filtered;Filtered;3;3;3;3;3;3;3;3;3;Filtered;Filtered;Filtered;3;3;3;247184.3906;109938.3672;1549586.125;40665.04688;71414.125;34412.69922;Filtered;Filtered;Filtered;82822.0625;49696.78516;54497.15625;247184.3906;109938.3672;1549586.125;40665.04688;71414.125;34412.69922;Filtered;Filtered;Filtered;82822.0625;49696.78516;54497.15625;NaN;NaN;NaN;NaN;NaN;NaN;Filtered;Filtered;Filtered;NaN;NaN;NaN
0.007460448;0.000634932;0.9812658;NaN;Q54GV7;Q54GV7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;65873.97656;56601.77344;57460.17188;44402.76953;83083.97656;41717.89453;72385.60938;70673.6875;67429.04688;87722.25;87536.36719;103425.5391;65873.97656;56601.77344;57460.17188;44402.76953;83083.97656;41717.89453;72385.60938;70673.6875;67429.04688;87722.25;87536.36719;103425.5391;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.008249449;0.000693761;0.9786303;NaN;Q54GW2;Q54GW2;7;7;7;7;7;7;7;7;7;7;7;Filtered;7;7;7;7;7;7;7;7;7;7;7;Filtered;32540.06641;34021.21875;15167.54199;15596.88867;48570.41406;17174.80078;57087.05469;29913.76367;35403.29297;101000.5859;12412.6377;Filtered;32540.06641;34021.21875;15167.54199;15596.88867;48570.41406;17174.80078;57087.05469;29913.76367;35403.29297;101000.5859;12412.6377;Filtered;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Filtered
0.001608239;0.000196437;1.018125;NaN;Q54GW3;Q54GW3;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;175121.875;208443.9844;218493.75;189074.3594;359436.9688;328467.1563;304135.2813;253939.5625;215288.1875;258217.9375;85291.77344;311388.5313;175121.875;208443.9844;218493.75;189074.3594;359436.9688;328467.1563;304135.2813;253939.5625;215288.1875;258217.9375;85291.77344;311388.5313;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.045478226;0.003315179;0.9277058;NaN;Q54GW4;Q54GW4;2;2;2;Filtered;2;2;2;Filtered;Filtered;2;2;Filtered;2;2;2;Filtered;2;2;2;Filtered;Filtered;2;2;Filtered;124531.0625;220805.5938;196783.3594;Filtered;47958.01563;41628.67578;227711.8906;Filtered;Filtered;215652.6563;48262.88281;Filtered;124531.0625;220805.5938;196783.3594;Filtered;47958.01563;41628.67578;227711.8906;Filtered;Filtered;215652.6563;48262.88281;Filtered;NaN;NaN;NaN;Filtered;NaN;NaN;NaN;Filtered;Filtered;NaN;NaN;Filtered
0.008388509;0.000702578;0.978189;NaN;Q54GX5;Q54GX5;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16148.39453;26224.49219;67113.04688;43507.61719;54088.10938;44425.0625;73787.32031;50331.76172;66033.60938;47228.625;62904.23438;65512.70703;16148.39453;26224.49219;67113.04688;43507.61719;54088.10938;44425.0625;73787.32031;50331.76172;66033.60938;47228.625;62904.23438;65512.70703;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.024767414;0.001878907;0.9474031;NaN;Q54GX7;Q54GX7;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;8624528;1306070.125;536226.9375;6724387.5;7236135.5;2847873.75;1553266.25;3841675.25;4217239;8781733;5597542;6632496;8624528;1306070.125;536226.9375;6724387.5;7236135.5;2847873.75;1553266.25;3841675.25;4217239;8781733;5597542;6632496;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000585241;0.000173541;1.039705;NaN;Q54GY0;Q54GY0;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;442691.1875;438552.5938;492468.3125;219291.9063;244263.4063;215946.2344;175612.7031;200590.7188;173791.9063;212022.7813;210771.6406;215978.4844;442691.1875;438552.5938;492468.3125;219291.9063;244263.4063;215946.2344;175612.7031;200590.7188;173791.9063;212022.7813;210771.6406;215978.4844;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000611507;0.000173541;1.038803;NaN;Q54GY1;Q54GY1;15;15;15;15;15;15;15;15;15;15;15;15;16;16;16;16;16;16;16;16;16;16;16;16;658969.5;832768.875;893632.375;1136969.5;1276694.25;1289143.375;1002547.438;1011680.875;1036957;1260849.5;1063936.625;1102933.625;658969.5;832768.875;893632.375;1136969.5;1276694.25;1289143.375;1002547.438;1011680.875;1036957;1260849.5;1063936.625;1102933.625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001303514;0.000181101;1.022761;NaN;Q54GY3;Q54GY3;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;236218.2656;233550.0938;258588.1719;145413.5938;165502.5469;133931.625;149290.625;171814.7969;154396.5156;175552.6406;159235.0625;178188.8594;236218.2656;233550.0938;258588.1719;145413.5938;165502.5469;133931.625;149290.625;171814.7969;154396.5156;175552.6406;159235.0625;178188.8594;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.112326668;0.007823925;0.8934262;NaN;Q54GY6;Q54GY6;4;4;4;4;4;4;Filtered;4;4;4;4;4;4;4;4;4;4;4;Filtered;4;4;4;4;4;120925.7969;266407.2813;107205.4922;272883.0625;9062.318359;11216.27734;Filtered;248423.2344;230435.0313;35949.46094;380969.8438;266648.125;120925.7969;266407.2813;107205.4922;272883.0625;9062.318359;11216.27734;Filtered;248423.2344;230435.0313;35949.46094;380969.8438;266648.125;NaN;NaN;NaN;NaN;NaN;NaN;Filtered;NaN;NaN;NaN;NaN;NaN
0.000744134;0.000173541;1.034736;NaN;Q54GY8;Q54GY8;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;109290.1719;85075.25;90583.95313;248152.2969;269562.625;202829.9531;271462.4063;206207.4688;185055.5625;232540.6094;309115.8125;302892.4375;109290.1719;85075.25;90583.95313;248152.2969;269562.625;202829.9531;271462.4063;206207.4688;185055.5625;232540.6094;309115.8125;302892.4375;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000661349;0.000173541;1.037187;NaN;Q54GZ0;Q54GZ0;18;18;18;18;18;18;18;18;18;18;18;18;27;27;27;27;27;27;27;27;27;27;27;27;155796.7344;179835.0156;215833.5469;202956.9375;250116.0781;256522.3125;238905.5781;249699.875;252731.7656;256957.5938;215592.8125;219976.0469;155796.7344;179835.0156;215833.5469;202956.9375;250116.0781;256522.3125;238905.5781;249699.875;252731.7656;256957.5938;215592.8125;219976.0469;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001048255;0.000173541;1.027482;NaN;Q54GZ3;Q54GZ3;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;65390.99219;71889.42188;71013.10938;59707.78906;77792.35938;57813.58594;49574.23438;52372.84375;50704.87891;67070;70618.8125;86959.09375;65390.99219;71889.42188;71013.10938;59707.78906;77792.35938;57813.58594;49574.23438;52372.84375;50704.87891;67070;70618.8125;86959.09375;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.002935821;0.000291594;1.004346;NaN|NaN;Q54GZ3|Q54GZ7;Q54GZ3|Q54GZ7;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;76596.21094;47898.32813;50166.51953;36831.92578;31392.30859;42314.41797;27873.49414;43991.8125;36903.64453;46340.25;29627.04883;34658.76563;76596.21094;47898.32813;50166.51953;36831.92578;31392.30859;42314.41797;27873.49414;43991.8125;36903.64453;46340.25;29627.04883;34658.76563;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001196475;0.000176513;1.024627;NaN|NaN|NaN|NaN;Q54GZ3|Q54GZ7|Q54H21|Q1ZXF9;Q54GZ3|Q54GZ7|Q54H21|Q1ZXF9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;162163.8281;194986.8594;166544.7188;132694.3594;138034.1875;136302.0469;116114.5781;93340.16406;107342.6328;126605.5391;156682.4531;175020.0156;162163.8281;194986.8594;166544.7188;132694.3594;138034.1875;136302.0469;116114.5781;93340.16406;107342.6328;126605.5391;156682.4531;175020.0156;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
